0	0	0	0.00071942	0.0010392	0.0015188	-0.0023181	0.0015987	-0.0013589	-0.0027178	-0.0059952	0.0011191
0.002515	0.0030937	0.0019364	0.0027978	0.0027978	0.0047962	0.00079936	0.0068745	0.003757	0.0016787	0.0031974	0.0038369
0.011497	0.014128	0.008865	0.011031	0.011511	0.010951	0.0014388	0.010472	0.0086331	0.0065548	0.0034373	0.008793
0.026079	0.032094	0.020064	0.020304	0.019584	0.021823	0.011031	0.016787	0.021183	0.016227	0.013909	0.021103
0.045263	0.055799	0.034728	0.031175	0.035811	0.041647	0.019345	0.032854	0.036051	0.028697	0.026139	0.035971
0.068233	0.084264	0.052201	0.054197	0.057634	0.064109	0.034852	0.054996	0.055076	0.041807	0.043325	0.052118
0.094325	0.1167	0.071955	0.08761	0.08729	0.096243	0.053797	0.07458	0.07554	0.061391	0.066267	0.078417
0.123	0.15245	0.093559	0.11343	0.11631	0.13181	0.080176	0.10759	0.10536	0.084812	0.093445	0.10751
0.15383	0.19099	0.11667	0.14892	0.15172	0.16523	0.10088	0.13805	0.13565	0.11687	0.11671	0.14764
0.18643	0.23187	0.141	0.18777	0.18465	0.19616	0.13373	0.17402	0.16435	0.147	0.14836	0.18249
0.22053	0.27474	0.16632	0.23125	0.21902	0.23709	0.17074	0.21031	0.20911	0.18593	0.17762	0.22646
0.25586	0.31928	0.19244	0.26371	0.25875	0.27954	0.19512	0.24628	0.24237	0.2239	0.20743	0.26251
0.29224	0.36525	0.21922	0.31111	0.29568	0.32038	0.22998	0.27946	0.28305	0.26083	0.245	0.30376
0.32947	0.41242	0.24653	0.35396	0.32814	0.36011	0.25651	0.31735	0.31807	0.3008	0.27362	0.33405
0.36744	0.46061	0.27427	0.39057	0.36659	0.40352	0.29696	0.35372	0.35012	0.34812	0.31055	0.37866
0.40601	0.50967	0.30235	0.43245	0.40512	0.43429	0.31934	0.39017	0.40104	0.37666	0.35068	0.40384
0.44509	0.55948	0.33071	0.4777	0.44836	0.47074	0.35316	0.43501	0.43973	0.41703	0.38201	0.44844
0.4846	0.60991	0.3593	0.52102	0.49688	0.52286	0.38082	0.47034	0.47434	0.45643	0.41751	0.4733
0.52447	0.66088	0.38806	0.55675	0.52742	0.55292	0.40248	0.50088	0.51799	0.48777	0.46882	0.51519
0.56463	0.71229	0.41697	0.59496	0.57602	0.59752	0.44133	0.54932	0.5482	0.5219	0.49249	0.54157
0.60504	0.76409	0.44599	0.62254	0.61711	0.62958	0.46363	0.56843	0.57898	0.55236	0.52942	0.58018
0.64566	0.81621	0.47511	0.67946	0.66339	0.66379	0.49768	0.60544	0.62798	0.60831	0.56898	0.61255
0.68645	0.86861	0.50429	0.7207	0.70799	0.69712	0.53062	0.63309	0.65508	0.63125	0.59488	0.64828
0.72739	0.92124	0.53353	0.73869	0.73805	0.74125	0.55627	0.66427	0.68657	0.67298	0.63733	0.67906
0.76844	0.97406	0.56282	0.77402	0.78034	0.77386	0.59536	0.68729	0.70927	0.69097	0.65468	0.72118
