0	0	0	0	0	0	0	0	0	0
5	405	156	136	342	525	555	210	186	194
10	772	326	476	948	825	962	409	541	444
15	1186	851	952	940	1282	1201	964	898	841
20	1851	1262	1610	1584	1461	1584	1097	1456	1169
25	1996	1477	1728	2280	1960	2180	1590	1508	1667
30	2416	1738	1899	2507	2708	2298	2058	2178	1815
35	2514	1809	2154	2929	2911	2728	2670	2566	2627
40	2676	2391	2631	2859	3652	2956	3031	2676	3020
45	3132	2676	2551	3127	3563	3422	2977	3068	2949
50	3201	2825	2899	3508	3869	3812	3364	3102	3525
55	3212	2720	3360	3572	3594	3829	3254	4151	3569
60	3664	3206	3637	3668	4765	3905	4014	4090	3922
65	3946	3077	3659	3994	4124	4090	4274	4317	4063
70	3702	3319	3794	4031	4397	4697	4379	4270	4408
75	4428	3844	3437	4119	5071	4802	5029	4654	4793
80	4408	3712	4167	4065	4817	5169	4476	4640	4351
85	4511	3566	3983	4277	5573	5071	4881	4687	4682
90	4393	3726	4479	3877	5203	5711	5255	4984	4982
95	4724	4029	4324	4026	5048	5378	5355	5079	4896
100	4748	3785	4240	4121	5871	5332	5217	5273	4844
105	4520	4248	4751	4373	5580	5428	5454	5137	4814
110	5169	4254	4894	4670	5379	5842	5206	5496	4872
115	5285	4410	5021	4570	5650	5979	5269	5193	5195
120	5164	4087	5269	4546	5505	5633	5553	5809	5058
