0	31	64	60	-77	22	-26	0	-51	-1
5	48	46	62	16	76	12	8	46	19
10	119	142	148	28	124	76	76	83	104
15	199	190	203	137	179	151	191	166	203
20	338	358	384	210	343	291	256	320	302
25	507	524	575	400	498	484	366	443	474
30	752	668	746	528	707	662	583	682	723
35	996	938	935	761	936	922	761	839	904
40	1218	1134	1196	920	1120	1112	1018	1091	1111
45	1401	1341	1339	1150	1429	1367	1220	1325	1316
50	1643	1530	1577	1426	1651	1600	1522	1538	1515
55	1933	1796	1763	1522	1901	1794	1664	1781	1679
60	2155	1961	1937	1747	2158	2080	1882	1936	1903
65	2304	2155	2076	1861	2290	2261	2108	2039	2053
70	2490	2330	2231	2068	2536	2523	2233	2208	2219
75	2642	2518	2386	2286	2761	2653	2525	2326	2352
80	2790	2757	2535	2430	2866	2937	2651	2484	2506
85	2989	2831	2833	2454	3005	3016	2705	2661	2666
90	3185	3034	2819	2620	3248	3196	3002	2776	2902
95	3278	3184	2998	2807	3421	3323	3057	2916	2944
100	3399	3336	3154	2837	3573	3560	3237	2962	3092
105	3438	3455	3224	3113	3652	3641	3350	3164	3163
110	3584	3631	3311	3142	3712	3797	3438	3209	3297
115	3702	3601	3432	3189	3922	3888	3484	3332	3379
120	3717	3775	3490	3180	4037	4015	3602	3294	3484
