0	0	0	0	0	0	0	0	0	0	0	0
0.0056215	0.0068479	0.0043951	0.032374	0.01247	0.010871	0.027338	0.041966	0.044365	0.016787	0.014868	0.015508
0.019968	0.024338	0.015598	0.061711	0.026059	0.03805	0.075779	0.065947	0.076898	0.032694	0.043245	0.035492
0.039977	0.048813	0.031142	0.094804	0.068026	0.076099	0.07514	0.10248	0.096003	0.077058	0.071783	0.067226
0.063372	0.077598	0.049146	0.14796	0.10088	0.1287	0.12662	0.11679	0.12662	0.08769	0.11639	0.093445
0.08849	0.10876	0.068222	0.15955	0.11807	0.13813	0.18225	0.15667	0.17426	0.1271	0.12054	0.13325
0.11413	0.14089	0.08737	0.19313	0.13893	0.1518	0.2004	0.21647	0.18369	0.16451	0.1741	0.14508
0.13943	0.17298	0.10589	0.20096	0.1446	0.17218	0.23413	0.23269	0.21807	0.21343	0.20512	0.20999
0.16381	0.20431	0.12332	0.21391	0.19113	0.21031	0.22854	0.29193	0.23629	0.24229	0.21391	0.24141
0.18689	0.23438	0.1394	0.25036	0.21391	0.20392	0.24996	0.28481	0.27354	0.23797	0.24524	0.23573
0.20845	0.2629	0.15399	0.25588	0.22582	0.23173	0.28042	0.30927	0.30472	0.2689	0.24796	0.28177
0.22838	0.28968	0.16707	0.25675	0.21743	0.26859	0.28553	0.28729	0.30608	0.26011	0.33181	0.28529
0.24664	0.31461	0.17867	0.29289	0.25627	0.29073	0.29321	0.3809	0.31215	0.32086	0.32694	0.31351
0.26325	0.33766	0.18884	0.31543	0.24596	0.29249	0.31926	0.32966	0.32694	0.34165	0.34508	0.32478
0.27827	0.35885	0.19769	0.29592	0.26531	0.30328	0.32222	0.35148	0.37546	0.35004	0.34133	0.35236
0.29178	0.37823	0.20533	0.35396	0.30727	0.27474	0.32926	0.40536	0.38385	0.402	0.37202	0.38313
0.30386	0.39586	0.21186	0.35236	0.29672	0.33309	0.32494	0.38505	0.41319	0.35779	0.3709	0.3478
0.31464	0.41184	0.21743	0.36059	0.28505	0.31839	0.34189	0.44548	0.40536	0.39017	0.37466	0.37426
0.32421	0.42627	0.22215	0.35116	0.29784	0.35803	0.30991	0.41591	0.45651	0.42006	0.3984	0.39824
0.33269	0.43926	0.22612	0.37762	0.32206	0.34564	0.32182	0.40352	0.4299	0.42806	0.406	0.39137
0.3402	0.45093	0.22946	0.37954	0.30256	0.33893	0.32942	0.4693	0.42622	0.41703	0.4215	0.38721
0.34682	0.46139	0.23224	0.36131	0.33957	0.37978	0.34956	0.44604	0.43389	0.43597	0.41063	0.38481
0.35265	0.47074	0.23455	0.41319	0.34005	0.39121	0.3733	0.42998	0.46699	0.41615	0.43933	0.38945
0.35777	0.47909	0.23645	0.42246	0.35252	0.40136	0.36531	0.45164	0.47794	0.42118	0.41511	0.41527
0.36227	0.48654	0.23801	0.41279	0.3267	0.42118	0.36339	0.44005	0.45028	0.44388	0.46435	0.40432
