0	0	0	0.0043965	0.002558	0.0013589	-0.0035971	-0.0014388	-0.0013589	-0.0032774	-0.0013589	0.001279
0.0024889	0.003145	0.0018328	0.001279	0.0043165	0.0029576	0.00063949	0.0040767	0.0014388	-0.0011191	0.0059153	0.0079137
0.011386	0.014317	0.0084543	0.010711	0.01303	0.010232	-7.9936e-05	0.0048761	0.0067946	0.0040767	0.0086331	0.010472
0.025912	0.03255	0.019274	0.023341	0.026459	0.023581	0.0068745	0.015188	0.014149	0.014868	0.023741	0.017746
0.045151	0.056717	0.033586	0.043165	0.045883	0.040687	0.022942	0.026779	0.025979	0.026139	0.035891	0.027258
0.068341	0.085875	0.050807	0.068345	0.067626	0.066427	0.036371	0.040608	0.044125	0.039728	0.0506	0.044844
0.09483	0.11922	0.070439	0.10416	0.1016	0.09952	0.0502	0.060991	0.058913	0.06227	0.076978	0.072342
0.12408	0.1561	0.092055	0.14764	0.13717	0.13405	0.078497	0.084013	0.094644	0.083933	0.10144	0.089608
0.15563	0.19596	0.1153	0.19297	0.17554	0.17378	0.10088	0.11503	0.11695	0.11215	0.13261	0.12222
0.18913	0.23836	0.13989	0.23709	0.21743	0.21239	0.13357	0.13429	0.14596	0.14748	0.17458	0.15068
0.22426	0.28292	0.16559	0.28969	0.25891	0.25436	0.16211	0.17266	0.18153	0.17698	0.20671	0.1769
0.26075	0.32927	0.19223	0.34652	0.3056	0.29936	0.18881	0.20552	0.22038	0.21847	0.24636	0.21934
0.29838	0.37716	0.2196	0.39488	0.35819	0.35588	0.22902	0.2478	0.26355	0.24924	0.2801	0.2526
0.33695	0.42633	0.24758	0.45212	0.40975	0.39688	0.25787	0.27738	0.298	0.28465	0.31695	0.28873
0.37633	0.47661	0.27605	0.51223	0.44716	0.445	0.29656	0.31159	0.33525	0.30751	0.35396	0.32246
0.41637	0.52782	0.30492	0.56347	0.48905	0.49313	0.32678	0.35987	0.37434	0.33565	0.38849	0.35508
0.45697	0.57984	0.33411	0.6243	0.53861	0.54452	0.36331	0.39241	0.41631	0.37778	0.42534	0.39281
0.49806	0.63256	0.36356	0.67338	0.60112	0.58969	0.38681	0.43301	0.45388	0.41231	0.46235	0.42998
0.53954	0.68585	0.39323	0.71439	0.64197	0.63653	0.41623	0.47594	0.49257	0.45739	0.4984	0.47354
0.58136	0.73965	0.42307	0.77362	0.67466	0.68122	0.451	0.51007	0.52422	0.48721	0.53581	0.50504
0.62346	0.79386	0.45306	0.83541	0.72838	0.73357	0.48313	0.54732	0.56515	0.51791	0.5693	0.54197
0.6658	0.84843	0.48316	0.86443	0.76643	0.77258	0.51159	0.58897	0.60719	0.55236	0.60727	0.57362
0.70833	0.90331	0.51335	0.91647	0.79952	0.80767	0.53797	0.61495	0.63605	0.5789	0.63549	0.60608
0.75103	0.95844	0.54362	0.94916	0.84484	0.84948	0.57522	0.64572	0.66811	0.61431	0.66675	0.64428
0.79386	1.0138	0.57393	0.99384	0.88002	0.88849	0.60008	0.67474	0.69728	0.64692	0.69832	0.66483
