0	0	0	0.002478	0.0051159	0.0047962	-0.0061551	0.0017586	-0.0020783	0	-0.0040767	-7.9936e-05
0.0023893	0.0030405	0.0017382	0.0038369	0.0036771	0.004956	0.001279	0.0060751	0.00095923	0.00063949	0.0036771	0.0015188
0.009988	0.012638	0.0073382	0.0095124	0.011351	0.011831	0.0022382	0.0099121	0.0060751	0.0060751	0.0066347	0.0083133
0.020695	0.026214	0.015177	0.015907	0.015188	0.016227	0.010951	0.014309	0.01207	0.015268	0.013269	0.016227
0.033111	0.042076	0.024146	0.027018	0.028617	0.030695	0.016787	0.027418	0.023261	0.020464	0.02558	0.024141
0.046495	0.059329	0.03366	0.040528	0.041886	0.045963	0.031974	0.039808	0.038689	0.029257	0.035412	0.03789
0.060446	0.077486	0.043406	0.060112	0.053397	0.059632	0.042206	0.056515	0.052918	0.046603	0.054516	0.057794
0.074735	0.096262	0.053209	0.079616	0.07498	0.07474	0.060831	0.07482	0.073701	0.060831	0.067066	0.072262
0.08923	0.11549	0.062975	0.097362	0.090647	0.095604	0.073541	0.089528	0.088889	0.081375	0.08721	0.088809
0.10385	0.13505	0.072657	0.11199	0.10719	0.10703	0.091926	0.11423	0.10927	0.097522	0.10592	0.1052
0.11856	0.15489	0.082236	0.13133	0.1223	0.12606	0.11399	0.13197	0.1279	0.12166	0.12294	0.1211
0.13333	0.17495	0.091705	0.15452	0.14357	0.14093	0.12166	0.15196	0.14341	0.13301	0.14237	0.13421
0.14814	0.1952	0.10107	0.17226	0.15675	0.15484	0.13965	0.1725	0.16627	0.15044	0.15476	0.15212
0.16297	0.21561	0.11033	0.18417	0.17226	0.16595	0.14876	0.18305	0.18074	0.16851	0.16299	0.16411
0.17783	0.23616	0.1195	0.19904	0.18625	0.17834	0.16531	0.20272	0.20168	0.1785	0.1765	0.17738
0.1927	0.25681	0.12858	0.21119	0.20128	0.19073	0.18273	0.2207	0.21207	0.20184	0.18593	0.18801
0.20758	0.27757	0.1376	0.22302	0.22038	0.20264	0.19424	0.2291	0.23477	0.21191	0.19856	0.20032
0.22248	0.29842	0.14655	0.23893	0.2263	0.22646	0.19616	0.24021	0.24109	0.21623	0.21271	0.21311
0.23739	0.31933	0.15544	0.2546	0.24253	0.22534	0.20943	0.25963	0.25548	0.23997	0.2219	0.23197
0.25231	0.34032	0.16429	0.26203	0.25452	0.23965	0.22438	0.27346	0.26563	0.24436	0.23309	0.23533
0.26723	0.36135	0.1731	0.2717	0.26667	0.25212	0.22678	0.28561	0.28457	0.25875	0.23677	0.24716
0.28216	0.38243	0.18188	0.27482	0.27618	0.25771	0.24884	0.29193	0.29105	0.26779	0.25292	0.25284
0.29709	0.40356	0.19062	0.28649	0.29025	0.26467	0.25116	0.29672	0.30352	0.27482	0.25651	0.26355
0.31202	0.42471	0.19934	0.29592	0.28785	0.27434	0.25492	0.31351	0.31079	0.2785	0.26635	0.2701
0.32697	0.4459	0.20803	0.29712	0.30176	0.27898	0.2542	0.3227	0.32094	0.28793	0.26331	0.2785
