2388.823484	-982.0856068	-105.4622302	-1118.449243	2901.926932	626.0648634	315.7200358	296.3234841	-575.3870423	845.6655893	336.0962113	1073.109198	1068.823484	708.8234841	2028.823484	419.1683116	-201.5213435	212.2717599	1763.995898	-2154.334411	-891.1765159	-1049.071253	-2470.123884	842.808645	373.8431278	349.6007036	-83.29972934	53.8431278	1013.843128	693.8431278	429.0155416
1964.543824	1750.25811	1000.25811	2628.138294	2821.686682	1977.936682	442.3763367	1364.543824	1221.686682	2421.686682	1701.686682	3305.557649	3886.202811	5607.400967	5821.686682	1134.186682	3132.031509	3959.617716	3384.186682	2901.686682	861.6866815	1685.323045	2611.160366	4093.129032	5615.887652	2989.680756	2697.099774	4015.887652	4644.85317	4920.715239	5278.590355
12851.9286	11542.02077	9518.911525	11283.61741	13106.30648	12849.16363	12709.314	10645.91687	11368.05764	12722.89634	11561.60602	15960.088	15783.61741	14283.61741	19916.44473	13972.4719	14858.22286	16192.02077	16877.73505	14658.38022	13013.21893	17827.73505	18684.87791	19159.25524	19202.61567	17648.14413	18606.70269	22714.8108	21417.5135	18519.68884	23300.17665
24605.10249	24530.10249	22505.10249	21680.10249	24696.05994	24313.08121	22250.10249	21326.32891	26155.10249	28630.10249	26348.70714	28205.10249	28580.10249	32362.53492	31395.21877	26993.93228	29452.82976	30954.49274	31975.55704	31767.94033	31443.61601	30655.10249	34686.85925	37678.64222	36500.61519	35514.7078	37257.9803	37553.24677	37219.62583	31019.37362	38990.11763
36600.46057	32045.85996	35590.17434	33963.25126	36084.67984	34441.21737	35305.62415	33881.89533	37381.43308	40490.52399	39205.55896	41579.57779	41457.12881	40782.48203	40844.88392	41197.21353	42329.289	43102.53698	40852.53698	44987.74106	45048.96555	46457.12881	47559.16963	40270.46761	43320.4867	45384.94077	45246.41263	46135.30152	42497.27173	45888.38794	50862.0989
52012.25061	47733.60069	48721.71258	53726.53633	45510.75001	46787.44685	47275.4559	47363.69119	43890.0812	46848.98531	49553.90334	59848.98531	49127.67383	56041.293	64022.89835	59848.98531	56607.04982	58233.60069	55966.63237	58614.61031	54729.58232	60161.48531	62223.98531	64572.49577	61595.57176	59798.30222	55881.21986	63662.98749	59469.60537	55380.48348	60131.36896
61379.82696	65259.1373	64544.32667	65310.86144	59274.65454	58374.65454	57735.52411	55550.7415	54799.12263	60383.47807	61211.49665	75651.92727	78397.06834	68677.77954	73839.40864	72494.92481	68399.35334	69339.11237	66507.26324	74281.7974	70876.55328	68183.47807	70179.2	62099.58613	64573.67373	62050.1838	61432.73413	65427.32338	67712.21945	65362.66892	72009.91534
54835.00302	72244.2496	65634.05365	69408.63316	55116.25302	57718.40638	60078.85548	60113.36437	56193.05387	60362.54539	61943.01273	79559.31809	74966.10058	80552.10829	79802.10829	74323.86441	73848.61688	72610.00302	80173.16092	74292.52729	79417.3201	79215.88537	77580.00302	80700.30517	80722.08974	73188.3042	80819.34633	88589.45005	89592.243	79729.86326	90113.98213
67477.88304	70675.00551	65943.04674	73675.68524	67140.10606	66096.69623	67656.88373	68738.46672	67343.26766	70638.60927	71958.27421	88859.81818	84462.56857	86699.99035	88028.33259	88453.15777	83691.96896	78387.32397	86133.72278	88850.26324	86444.69623	88004.69623	89816.48194	101460.9435	97056.305	94558.01507	92785.51992	114268.0578	109136.3275	99546.55747	113373.0139
68467.02043	72568.42406	74727.88999	79378.25915	69728.80532	70472.85724	66565.03153	69863.06312	69271.42949	73454.52808	72277.95393	94123.54217	90513.37268	93484.41173	101400.1379	91078.76605	83843.05436	88055.80023	92310.10933	91226.84795	88434.56579	91768.70346	96111.14547	101238.652	95333.89006	96325.62465	92372.90095	108500.8473	110373.6796	91688.96312	113703.1594
76334.19079	74935.69455	83365.39084	80338.10904	69351.78332	68291.81212	69841.98551	70123.62798	64574.3877	68887.6541	68073.9434	102367.9927	99231.26105	100302.3987	96868.66159	98101.24077	93478.71403	90801.53937	92160.96928	94689.44357	94276.35389	91683.59371	91190.54021	106388.0726	87299.63313	97201.45622	95888.80395	100032.9288	111540.0063	86046.19068	112520.2865
75701.57218	74928.8711	78585.47969	77578.37266	70255.42208	68940.32919	71393.49794	73549.28059	68911.45416	72126.7008	74587.73109	103160.1104	99982.19533	105714.3922	105487.9716	100825.2506	100772.2929	98871.42411	100237.9163	101751.6335	100037.3478	99138.81585	100018.3682	108177.3607	104020.2754	101325.7728	100707.8866	116650.7563	117388.2044	89751.21603	118068.3629
82465.41722	77109.56743	80376.89417	76785.67004	71903.95439	71340.30191	73523.37058	74723.50326	71281.38714	73210.34537	72570.31842	105593.7313	106431.4779	110299.0833	111161.2382	110062.7712	109369.375	107702.8093	107684.0041	110737.0004	104394.761	107514.7976	105145.2193	110646.3816	104990.3565	102777.6957	102355.4353	116182.8282	117675.195	99881.44539	122870.8263
85868.97639	82681.18205	85205.22051	87430.94752	71591.58136	71170.12435	70969.29604	71702.83141	71083.38655	73616.92313	75059.56125	120468.1601	116244.3091	115848.681	120257.5208	110196.5515	114474.0438	110066.0656	117180.82	108789.8744	106582.6244	112065.8744	110723.3634	137214.647	125699.4659	124628.8147	120311.7984	138654.7755	138803.0247	116056.3073	145510.1063
76128.14319	77695.05108	79164.22916	78030.11515	71096.03381	70862.15075	69824.21085	71565.59902	74548.01661	71250.17349	75930.91694	115329.599	110135.4103	108653.099	124702.9262	115265.2506	113307.236	112063.572	112874.3828	115920.6163	106284.9539	108658.8898	108612.1247	129003.8524	114222.2587	112843.582	115510.4046	135170.1549	142797.7962	109881.0988	133043.601
